category_label,category_url,product_label,product_price,product_img,images
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, твердотельные реле в стандартном корпусе для коммутации мощной нагрузки,"2040,00",https://owen.ru/thumbs/176/shv-sbore___b227dc21-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, механическое реле давления для систем тепло- и водоснабжения,"1260,00",https://owen.ru/thumbs/177/trm500_2_indikatora_wifi___f3b909c5-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, механическое реле давления для систем вентиляции и кондиционирования ,"1500,00",https://owen.ru/thumbs/175/foto-hdh12044za2_new___43124322-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модуль измерения параметров трехфазной электрической сети ,"1560,00",https://owen.ru/thumbs/174/rd50-di14___9448f8c8-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, локальная панель оператора для ОВЕН ПЧВ1/ПЧВ2 со встроенной точкой Wi-Fi,"9900,00",https://owen.ru/thumbs/160/rd30_1___8c6bf1bf-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, контроллер для средних систем автоматизации с DI/DO/AI/AO (обновленный),"1680,00",https://owen.ru/thumbs/174/me210-701_new___2ba6807e-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Крышки защитные ,"31320,00",https://owen.ru/thumbs/171/pchvpanel_lpo1v-kollazh___95c700cb-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, под вырез в шкафах управления,"1296,00",https://owen.ru/thumbs/167/plk160_mo2___5af125e1-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Пружинные клеммы ,"31,20",https://owen.ru/thumbs/164/kryshka___80beed55-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Нагреватели с вентилятором ,"6840,00",https://owen.ru/thumbs/167/klemmy4___80c1a45f-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, сетевой шлюз для доступа к сервису OwenCloud RS-485  Wi-Fi,"3900,00",https://owen.ru/thumbs/167/mtk-fh___e426840d-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, компактное программируемое реле для локальных систем автоматизации,"4200,00",https://owen.ru/thumbs/157/pv210___1073fefe-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Щитовая розетка на DIN-рейку ,"252,00",https://owen.ru/thumbs/146/pr100___88a36165-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, модули расширения входов/выходов,"3780,00",https://owen.ru/thumbs/159/mt-drs_shhitovaya_rozetka___ccd2a89a-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, компактный блок питания для шкафов автоматики,"2160,00",https://owen.ru/thumbs/148/prm1___a80061ac-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, каскадный контроллер для управления насосами с преобразователем частоты,"8791,00",https://owen.ru/thumbs/147/bp30a___4cb64462-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модули аналогового вывода (Ethernet) МУ210,"11820,00",https://owen.ru/thumbs/146/suna-122_suna-121_3d___01d2ca30-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, линейка нормирующих преобразователей для термометров сопротивления и термопар,"1740,00",https://owen.ru/thumbs/140/mu210-501___9af2588e-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, сенсорные панельные контроллеры с Ethernet,"26400,00",https://owen.ru/thumbs/161/ntp1ntp3___903d8ed9-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Потенциометры MT22,"840,00",https://owen.ru/thumbs/143/spk107_spk110___b983dbb0-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модули аналогового ввода с универсальными входами (Ethernet) МВ210,"8100,00",https://owen.ru/thumbs/136/potencziometry-7___c825c641-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, преобразователь интерфейсов RS-485  USB с гальванической изоляцией,"3000,00",https://owen.ru/thumbs/132/mv210-101___54cc3a46-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,ДТПХхх1 термопары бескорпусные на основе КТМС (термопарные вставки) ,"780,00",https://owen.ru/thumbs/128/as4-mklemmnik___070f1685-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, сетевой шлюз для доступа к сервису OwenCloud RS-485  Ethernet,"3600,00",https://owen.ru/thumbs/128/dtph091_izo___a3aed222-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Цифровые индикаторы напряжения и тока,"300,00",https://owen.ru/thumbs/79/pe210_1___6f432c2a-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, датчики с ЖК-индикацией и перенастройкой,"10500,00",https://owen.ru/thumbs/125/indikatori_-obshee_2___0b07d2f1-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, искробезопасный погружной гидростатический уровнемер,"12192,00",https://owen.ru/thumbs/114/pd100i-115-zhki_1___ccf759f7-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модули дискретного ввода (Ethernet) МВ210,"6780,00",https://owen.ru/thumbs/123/pd-167_1___750aeb1e-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, программируемое реле с дисплеем ,"5760,00",https://owen.ru/thumbs/117/mv210-202___91c22260-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, компактный измеритель,"2040,00",https://owen.ru/thumbs/152/pr200_24v_svetlyj_korpus___19993e7b-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, информационная программируемая панель оператора ,"4800,00",https://owen.ru/thumbs/40/itp-11_n___5fed929a-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модули дискретного ввода/вывода (Ethernet) ,"7320,00",https://owen.ru/thumbs/80/ipp120_1___e2c8a440-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, контроллер для приточно-вытяжных систем вентиляции,"10800,00",https://owen.ru/thumbs/117/mk210-301___8ea57bc3-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, контроллер для учета ресурсов,"32760,00",https://owen.ru/thumbs/79/trm133___72f72339-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Светосигнальные колонны ,"2880,00",https://owen.ru/thumbs/36/kcod___3628fcdf-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, контроллер c исполнительной средой MasterSCADA 4D,"20880,00",https://owen.ru/thumbs/3/cvetocignalnie_kolonni_mt45___2c4a0297-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,  тахометр с RS-485,"3300,00",https://owen.ru/thumbs/2/plk110_masterscada_4d___606e30cf-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie," датчик давления для вязких, загрязнённых сред","5940,00",https://owen.ru/thumbs/78/th01-n___87758cb4-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, общепромышленные устройства плавного пуска,"23460,00",https://owen.ru/thumbs/35/shtucer_dlya_podklyucheniya_torcevaya_membrana_pdi121-01___f9f8cafe-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, компактные устройства плавного пуска ,"10320,00",https://owen.ru/thumbs/3/upp2___eb7b4642-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Термостаты для электротехнических шкафов MEYERTEC ,"660,00",https://owen.ru/thumbs/3/upp1-11k-v___0b410d00-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie,Модули дискретного вывода (Ethernet) МУ210,"6960,00",https://owen.ru/thumbs/3/mtk-ct2___4cd9a9aa-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, сетевой шлюз для доступа к сервису OwenCloud RS-485  GPRS,"3600,00",https://owen.ru/thumbs/158/mu210-402___6a7c8c2c-132x132xcxm-ci.png,
Электротехническое оборудование MEYERTEC,https://owen.ru/catalog/meyertec_elektrotehnicheskoe_oborudovanie, цифровой задатчик сигналов 4…20 мА и 0…10 В,"6000,00",https://owen.ru/thumbs/3/modem_pm210_c_antennoi___f498a543-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi," искробезопасный датчик давления для вязких, загрязнённых сред","5940,00",https://owen.ru/thumbs/179/pd100i_141-exi___1c78f1c7-132x132xcxm-ci.jpg,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi," искробезопасный датчик давления для вязких, загрязнённых сред","4800,00",https://owen.ru/thumbs/179/pd100i-121-exi___ced8a3bc-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, коммутатор сетевой неуправляемый,"204,00",https://owen.ru/thumbs/182/ksn210_iso_n___caafb0bf-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Электроразъём ,"29940,00",https://owen.ru/thumbs/181/rk-1-v-sbore___ec9562b6-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, контроллер для средних и распределенных систем автоматизации,"600,00",https://owen.ru/thumbs/181/plk210_v1___b6e79ccf-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi," терморегулятор с мощным реле, крупным индикатором и прямым доступом к OwenCloud","1680,00",https://owen.ru/thumbs/176/shtuczer-shp-m20h1_5-4_5-v-sbore___6d33acbb-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, твердотельные реле в стандартном корпусе для коммутации мощной нагрузки,"2040,00",https://owen.ru/thumbs/176/shv-sbore___b227dc21-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, механическое реле давления для систем тепло- и водоснабжения,"1260,00",https://owen.ru/thumbs/177/trm500_2_indikatora_wifi___f3b909c5-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, механическое реле давления для систем вентиляции и кондиционирования ,"1500,00",https://owen.ru/thumbs/175/foto-hdh12044za2_new___43124322-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модуль измерения параметров трехфазной электрической сети ,"1560,00",https://owen.ru/thumbs/174/rd50-di14___9448f8c8-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, локальная панель оператора для ОВЕН ПЧВ1/ПЧВ2 со встроенной точкой Wi-Fi,"9900,00",https://owen.ru/thumbs/160/rd30_1___8c6bf1bf-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, контроллер для средних систем автоматизации с DI/DO/AI/AO (обновленный),"1680,00",https://owen.ru/thumbs/174/me210-701_new___2ba6807e-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Крышки защитные ,"31320,00",https://owen.ru/thumbs/171/pchvpanel_lpo1v-kollazh___95c700cb-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, под вырез в шкафах управления,"1296,00",https://owen.ru/thumbs/167/plk160_mo2___5af125e1-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Пружинные клеммы ,"31,20",https://owen.ru/thumbs/164/kryshka___80beed55-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Нагреватели с вентилятором ,"6840,00",https://owen.ru/thumbs/167/klemmy4___80c1a45f-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, сетевой шлюз для доступа к сервису OwenCloud RS-485  Wi-Fi,"3900,00",https://owen.ru/thumbs/167/mtk-fh___e426840d-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, компактное программируемое реле для локальных систем автоматизации,"4200,00",https://owen.ru/thumbs/157/pv210___1073fefe-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Щитовая розетка на DIN-рейку ,"252,00",https://owen.ru/thumbs/146/pr100___88a36165-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, модули расширения входов/выходов,"3780,00",https://owen.ru/thumbs/159/mt-drs_shhitovaya_rozetka___ccd2a89a-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, компактный блок питания для шкафов автоматики,"2160,00",https://owen.ru/thumbs/148/prm1___a80061ac-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, каскадный контроллер для управления насосами с преобразователем частоты,"8791,00",https://owen.ru/thumbs/147/bp30a___4cb64462-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модули аналогового вывода (Ethernet) МУ210,"11820,00",https://owen.ru/thumbs/146/suna-122_suna-121_3d___01d2ca30-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, линейка нормирующих преобразователей для термометров сопротивления и термопар,"1740,00",https://owen.ru/thumbs/140/mu210-501___9af2588e-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, сенсорные панельные контроллеры с Ethernet,"26400,00",https://owen.ru/thumbs/161/ntp1ntp3___903d8ed9-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Потенциометры MT22,"840,00",https://owen.ru/thumbs/143/spk107_spk110___b983dbb0-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модули аналогового ввода с универсальными входами (Ethernet) МВ210,"8100,00",https://owen.ru/thumbs/136/potencziometry-7___c825c641-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, преобразователь интерфейсов RS-485  USB с гальванической изоляцией,"3000,00",https://owen.ru/thumbs/132/mv210-101___54cc3a46-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,ДТПХхх1 термопары бескорпусные на основе КТМС (термопарные вставки) ,"780,00",https://owen.ru/thumbs/128/as4-mklemmnik___070f1685-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, сетевой шлюз для доступа к сервису OwenCloud RS-485  Ethernet,"3600,00",https://owen.ru/thumbs/128/dtph091_izo___a3aed222-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Цифровые индикаторы напряжения и тока,"300,00",https://owen.ru/thumbs/79/pe210_1___6f432c2a-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, датчики с ЖК-индикацией и перенастройкой,"10500,00",https://owen.ru/thumbs/125/indikatori_-obshee_2___0b07d2f1-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, искробезопасный погружной гидростатический уровнемер,"12192,00",https://owen.ru/thumbs/114/pd100i-115-zhki_1___ccf759f7-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модули дискретного ввода (Ethernet) МВ210,"6780,00",https://owen.ru/thumbs/123/pd-167_1___750aeb1e-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, программируемое реле с дисплеем ,"5760,00",https://owen.ru/thumbs/117/mv210-202___91c22260-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, компактный измеритель,"2040,00",https://owen.ru/thumbs/152/pr200_24v_svetlyj_korpus___19993e7b-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, информационная программируемая панель оператора ,"4800,00",https://owen.ru/thumbs/40/itp-11_n___5fed929a-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модули дискретного ввода/вывода (Ethernet) ,"7320,00",https://owen.ru/thumbs/80/ipp120_1___e2c8a440-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, контроллер для приточно-вытяжных систем вентиляции,"10800,00",https://owen.ru/thumbs/117/mk210-301___8ea57bc3-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, контроллер для учета ресурсов,"32760,00",https://owen.ru/thumbs/79/trm133___72f72339-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Светосигнальные колонны ,"2880,00",https://owen.ru/thumbs/36/kcod___3628fcdf-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, контроллер c исполнительной средой MasterSCADA 4D,"20880,00",https://owen.ru/thumbs/3/cvetocignalnie_kolonni_mt45___2c4a0297-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,  тахометр с RS-485,"3300,00",https://owen.ru/thumbs/2/plk110_masterscada_4d___606e30cf-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi," датчик давления для вязких, загрязнённых сред","5940,00",https://owen.ru/thumbs/78/th01-n___87758cb4-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, общепромышленные устройства плавного пуска,"23460,00",https://owen.ru/thumbs/35/shtucer_dlya_podklyucheniya_torcevaya_membrana_pdi121-01___f9f8cafe-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, компактные устройства плавного пуска ,"10320,00",https://owen.ru/thumbs/3/upp2___eb7b4642-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Термостаты для электротехнических шкафов MEYERTEC ,"660,00",https://owen.ru/thumbs/3/upp1-11k-v___0b410d00-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi,Модули дискретного вывода (Ethernet) МУ210,"6960,00",https://owen.ru/thumbs/3/mtk-ct2___4cd9a9aa-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, сетевой шлюз для доступа к сервису OwenCloud RS-485  GPRS,"3600,00",https://owen.ru/thumbs/158/mu210-402___6a7c8c2c-132x132xcxm-ci.png,
Датчики температуры,https://owen.ru/catalog/datchiki_temperaturi, цифровой задатчик сигналов 4…20 мА и 0…10 В,"6000,00",https://owen.ru/thumbs/3/modem_pm210_c_antennoi___f498a543-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha," искробезопасный датчик давления для вязких, загрязнённых сред","5940,00",https://owen.ru/thumbs/179/pd100i_141-exi___1c78f1c7-132x132xcxm-ci.jpg,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha," искробезопасный датчик давления для вязких, загрязнённых сред","4800,00",https://owen.ru/thumbs/179/pd100i-121-exi___ced8a3bc-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, коммутатор сетевой неуправляемый,"204,00",https://owen.ru/thumbs/182/ksn210_iso_n___caafb0bf-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Электроразъём ,"29940,00",https://owen.ru/thumbs/181/rk-1-v-sbore___ec9562b6-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, контроллер для средних и распределенных систем автоматизации,"600,00",https://owen.ru/thumbs/181/plk210_v1___b6e79ccf-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha," терморегулятор с мощным реле, крупным индикатором и прямым доступом к OwenCloud","1680,00",https://owen.ru/thumbs/176/shtuczer-shp-m20h1_5-4_5-v-sbore___6d33acbb-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, твердотельные реле в стандартном корпусе для коммутации мощной нагрузки,"2040,00",https://owen.ru/thumbs/176/shv-sbore___b227dc21-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, механическое реле давления для систем тепло- и водоснабжения,"1260,00",https://owen.ru/thumbs/177/trm500_2_indikatora_wifi___f3b909c5-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, механическое реле давления для систем вентиляции и кондиционирования ,"1500,00",https://owen.ru/thumbs/175/foto-hdh12044za2_new___43124322-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Модуль измерения параметров трехфазной электрической сети ,"1560,00",https://owen.ru/thumbs/174/rd50-di14___9448f8c8-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, локальная панель оператора для ОВЕН ПЧВ1/ПЧВ2 со встроенной точкой Wi-Fi,"9900,00",https://owen.ru/thumbs/160/rd30_1___8c6bf1bf-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, контроллер для средних систем автоматизации с DI/DO/AI/AO (обновленный),"1680,00",https://owen.ru/thumbs/174/me210-701_new___2ba6807e-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Крышки защитные ,"31320,00",https://owen.ru/thumbs/171/pchvpanel_lpo1v-kollazh___95c700cb-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, под вырез в шкафах управления,"1296,00",https://owen.ru/thumbs/167/plk160_mo2___5af125e1-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Пружинные клеммы ,"31,20",https://owen.ru/thumbs/164/kryshka___80beed55-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Нагреватели с вентилятором ,"6840,00",https://owen.ru/thumbs/167/klemmy4___80c1a45f-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, сетевой шлюз для доступа к сервису OwenCloud RS-485  Wi-Fi,"3900,00",https://owen.ru/thumbs/167/mtk-fh___e426840d-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, компактное программируемое реле для локальных систем автоматизации,"4200,00",https://owen.ru/thumbs/157/pv210___1073fefe-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Щитовая розетка на DIN-рейку ,"252,00",https://owen.ru/thumbs/146/pr100___88a36165-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, модули расширения входов/выходов,"3780,00",https://owen.ru/thumbs/159/mt-drs_shhitovaya_rozetka___ccd2a89a-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, компактный блок питания для шкафов автоматики,"2160,00",https://owen.ru/thumbs/148/prm1___a80061ac-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, каскадный контроллер для управления насосами с преобразователем частоты,"8791,00",https://owen.ru/thumbs/147/bp30a___4cb64462-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Модули аналогового вывода (Ethernet) МУ210,"11820,00",https://owen.ru/thumbs/146/suna-122_suna-121_3d___01d2ca30-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, линейка нормирующих преобразователей для термометров сопротивления и термопар,"1740,00",https://owen.ru/thumbs/140/mu210-501___9af2588e-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha, сенсорные панельные контроллеры с Ethernet,"26400,00",https://owen.ru/thumbs/161/ntp1ntp3___903d8ed9-132x132xcxm-ci.png,
Датчики влажности и температуры воздуха,https://owen.ru/catalog/datchiki_vlazhnosti_i_temperaturi_vozduha,Потенциометры MT22,"840,00",https://owen.ru/thumbs/143/spk107_spk110___b983dbb0-132x132xcxm-ci.png,
